Title,Rating,Genre,Cast
Fast X,71.47,"['Action', 'Crime', 'Thriller']","['Vin Diesel', 'Michelle Rodriguez', 'Tyrese Gibson', 'Ludacris', 'John Cena', 'Nathalie Emmanuel', 'Jordana Brewster', 'Sung Kang', 'Jason Momoa', 'Scott Eastwood', 'Daniela Melchior', 'Alan Ritchson', 'Helen Mirren', 'Brie Larson', 'Jason Statham', 'Charlize Theron', 'Rita Moreno', 'Joaquim de Almeida', 'Leo A. Perry', 'Luis Da Silva Jr.', 'Jaz Hutchins', 'Luka Hays', 'Alexander Capon', 'Pete Davidson', 'Shadrach Agozino', 'Ludmilla', 'Miraj Grbić', 'Meadow Walker Thornton-Allan', 'Michael Irby', 'Shahir Figueira', 'Ben-Hur Santos', 'Debby Ryan', 'Josh Dun', 'Dwayne Johnson', 'Gal Gadot', 'Paul Walker', 'Ali Baddou', 'Emily Buchan']"
My Fault,80.18,"['Drama', 'Romance']","['Nicole Wallace', 'Gabriel Guevara', 'Marta Hazas', 'Iván Sánchez', 'Eva Ruiz', 'Víctor Varona', 'Fran Berenguer', 'Adriana Ubani', 'Ivan Massagué', 'Mariano Venancio', 'Jaime Ordóñez', 'Jaime Gutiérrez', 'Anastasia Russo', 'Noah Casas', 'Daniel Martínez', 'Pablo Riguero', 'Eve Ryan', 'Lucas Nabor', 'Antonio Hernandez Fimia', 'Paloma Catalán', 'Rocío Peláez', 'Jon Rod', 'Mariano Andres', 'Jonatan Ruiz', 'Mónica Caballero', 'Álvaro Navarro']"
Through My Window,73.91,"['Romance', 'Drama', 'Comedy']","['Clara Galle', 'Julio Peña', 'Guillermo Lasheras', 'Natalia Azahara', 'Hugo Arbues', 'Eric Masip', 'Pilar Castro', 'Abel Folk', 'Rachel Lascar', 'Emilia Lazo', 'Lucía de la Puerta', 'Maria Casals', 'Sylvia Parejo López', 'Silvia Albert', 'José Antonio Duque', 'Óscar Intente', 'Joan Galo', 'Anna Martínez', 'Andrea Sainz De Baranda', 'Salahddin Tarki', 'José María Fernández', 'Nacho Sandobal', 'Mark Ullod', 'Alexandra Galindo', 'Mireia Guevara', 'Olga Abuín', 'Álex Sanz', 'Yolanda Pacheco', 'Ton Vieira', 'Ángel Cheng', 'Joaquín Udina']"
Bob Marley: One Love,68,"['Music', 'Drama']","['Kingsley Ben-Adir', 'Lashana Lynch', 'James Norton', 'Tosin Cole', 'Micheal Ward', 'Jesse Cilio', 'Umi Myers', 'Anthony Welsh', 'Nia Ashi', 'Michael Gandolfini', 'Nadine Marshall', 'Sundra Oakley', 'Cornelius Grant', 'Hector Donald Lewis', 'Naomi Cowan', 'Nestor Aaron Absera']"
The Accursed,61.03,['Horror'],"['Yancy Butler', 'Izabela Vidovic', 'George Harrison Xanthis', 'Maiara Walsh', 'Melora Walters', 'Goran Visnjic', 'Jena Carpenter', 'Miraj Grbić', 'Ian Fisher', 'Alla Tumanian', 'Dana Melanie', 'Brianna Joy Chomer', 'Mara Omaljev', 'Ella Mische', 'Nick Cassidy', 'Jake B. Miller', 'Michael Fitzgerald', 'Joanna Ke']"
Deadpool,76.09,"['Action', 'Adventure', 'Comedy']","['Ryan Reynolds', 'Morena Baccarin', 'Ed Skrein', 'T.J. Miller', 'Gina Carano', 'Leslie Uggams', 'Brianna Hildebrand', 'Karan Soni', 'Jed Rees', 'Stefan Kapičić', 'Randal Reeder', 'Isaac C. Singleton Jr.', 'Michael Benyaer', 'Style Dayne', 'Kyle Cassie', 'Taylor Hickson', 'Ayzee', 'Naika Toussaint', 'Justyn Shippelt', 'Donna Yamamoto', 'Hugh Scott', 'Cindy Piper', 'Em Haine', 'Aatash Amir', 'Chad Riley', 'Paul Belsito', 'Darcey Johnson', 'Kyle Rideout', 'Jason William Day', 'Stan Lee', 'Benjamin Wilkinson', 'Rachel Sheen', 'Paul Lazenby', 'Rob Hayter', 'Andre Tricoteux', 'Victoria De Mare', 'Heather Ashley Chase', 'Kayla Adams', 'Olesia Shewchuk', 'Fabiola Colmenero', 'Matthew Hoglie']"
Transformers: Rise of the Beasts,73.55,"['Action', 'Adventure', 'Science Fiction']","['Anthony Ramos', 'Dominique Fishback', 'Peter Cullen', 'Ron Perlman', 'Peter Dinklage', 'Michelle Yeoh', 'Pete Davidson', 'Liza Koshy', 'Cristo Fernández', 'Luna Lauren Velez', 'Dean Scott Vazquez', 'Tobe Nwigwe', 'Sarah Stiles', 'Leni Parker', 'Frank Marrs', 'Aidan Devine', 'Kerwin Jackson', 'Mike Chute', 'Tyler Hall', 'Sean Tucker', 'Jay Farrar', 'Lucas Huarancca', 'Amiel Cayo', 'Santusa Cutipa', 'Yesenia Inquillay', ""Sumac T'Ika"", 'Josue Sallo', 'Mellissa Alvarez', 'Gloria Cusi', 'Michael Kelly', 'Jason D. Avalos', 'Lesley Stahl', 'John DiMaggio', 'David Sobolov', 'Michaela Jaé Rodriguez', 'Colman Domingo', 'Tongayi Chirisa', 'Luke Jones']"
Barbie,71.11,"['Comedy', 'Adventure']","['Margot Robbie', 'Ryan Gosling', 'America Ferrera', 'Ariana Greenblatt', 'Issa Rae', 'Kate McKinnon', 'Alexandra Shipp', 'Emma Mackey', 'Hari Nef', 'Sharon Rooney', 'Ana Cruz Kayne', 'Ritu Arya', 'Dua Lipa', 'Nicola Coughlan', 'Emerald Fennell', 'Simu Liu', 'Kingsley Ben-Adir', 'Ncuti Gatwa', 'Scott Evans', 'John Cena', 'Michael Cera', 'Rhea Perlman', 'Helen Mirren', 'Will Ferrell', 'Connor Swindells', 'Jamie Demetriou', 'Andrew Leung', 'Will Merrick', 'Zheng Xi Yong', 'Asim Chaudhry', 'Ray Fearon', 'Erica Ford', 'Hannah Khalique-Brown', 'Mette', 'Marisa Abela', 'Lucy Boynton', 'Rob Brydon', 'Tom Stourton', 'Chris Taylor', 'David Mumeni', 'Olivia Brody', 'Isla Ashworth', 'Eire Farrell', 'Daisy Duczmal', 'Genvieve Toussaint', 'Isabella Nightingale-Mercado', 'Millie-Rose Crossley', 'Anvita Nehru', 'Kayla-Mai Alvares', 'Luke Mullen', 'Patrick Luwis', 'Mac Brandt', 'Paul Jurewicz', 'Oraldo Austin', 'Benjamin Arthur', 'Carlos Jacott', 'Adam Ray', 'George Basil', 'Ptolemy Slocum', 'Deb Hiett', 'James Leon', 'Oliver Vaquer', 'Tony Noto', 'Christopher T. Wood', 'Ann Roth', 'Annie Mumolo', 'Elise Gallup', 'McKenna Roberts', 'Brylee Hsu', 'Sasha Milstein', 'Lauren Holt', 'Sterling Jones', 'Ryan Piers Williams', 'Jamaal Lewis', 'Kathryn Akin', 'Grace Jabbari', 'Ira Mandela Siobhan', 'Lisa Spencer', 'Naomi Weijand', 'Tom Clark', 'Ireanne Abenoja', 'Davide Albonetti', 'Charlotte Anderson', 'Michael Anderson', 'Rico Bakker', 'James Bamford', 'William John Banks', 'Callum Bell', 'Adam Blaug', 'Mason Boyce', 'Taylor Bradshaw', 'Alex Brown', 'Miekaile Browne', 'Lewis Calcutt', 'Nikkita Chadha', 'Oliver Chapman', 'Megan Charles', 'Callum Clack', 'Danny Coburn', 'Kat Collings', 'Adam Crossley', 'Sia Dauda', 'Gustave Die', 'Grace Durkin', 'Joelle Dyson', 'Lewis Easter', 'Onyemachi Ejimofor', 'Cameron Everitt', 'Luke Field-Wright', 'Sasha Flesch', 'Adam Fogarty', 'Michael John French', 'Anna-Kay Gayle', 'Charlie Goddard', 'Marlie Goddard', 'Ellis Harman', 'Yasmin Harrison', 'Josh Hawkins', 'James Healy', 'Tim Hodges', 'Mira Jebari', 'Beccy Jones', 'Thomas Kalek', 'Lily Laight', 'Maiya Leeke', 'Cristian Liberti', 'Prodromos Marneros', 'Nahum McLean', 'Jordan Melchor', 'Ramzan Miah', 'Andy Monaghan', 'Florivaldo Mossi', 'Hannah Nazareth', 'Grant Neal', 'Freja Nicole', 'Shaun Niles', 'Ella Nonini', 'Jack William Parry', 'Josie Pocock', 'Barnaby Quarendon', 'Redmand Rance', 'Zara Richards', 'Liam Riddick', 'Alana Rixon', 'Adam Paul Robertson', 'Kingdom Sibanda', 'Sebastian Skov', 'Aaron J. Smith', 'Joshua Smith', 'Lucia-Rose Sokolowski', 'Janine Somcio', 'Alex Sturman', 'Callum Sterling', 'Todd Talbot', 'Charles Tatman', 'Grant Thresh', 'Connor Tidman', 'Wahchi Vong', 'Jerry Wan', 'Sasha Wareham', 'Stan West', 'Oliver Wheeler', 'Josh Wild', 'Joe Wolstenholme', 'Richard Womersley', 'Ashley Young']"
Godzilla x Kong: The New Empire,not rated,"['Action', 'Science Fiction', 'Adventure']","['Rebecca Hall', 'Brian Tyree Henry', 'Dan Stevens', 'Kaylee Hottle', 'Alex Ferns', 'Fala Chen', 'Rachel House', 'Mercy Cornwall']"
Lift,66.03,"['Action', 'Comedy', 'Crime', 'Drama']","['Kevin Hart', 'Gugu Mbatha-Raw', 'Sam Worthington', ""Vincent D'Onofrio"", 'Úrsula Corberó', 'Billy Magnussen', 'Kim Yun-jee', 'Viveik Kalra', 'Jean Reno', 'Burn Gorman', 'Paul Anderson', 'Jacob Batalon', 'David Proud', 'Oli Green', 'Ross Anderson', 'Stefano Skalkotos', 'Martina Avogadri', 'Jess Liaudin', 'Caroline Loncq', 'Alessandro Quattro', 'Marta Lunè', 'Martina Vanin', 'Edward Bellemo', 'Nadira Tudor', 'Polly Middlehurst', 'Michael Absalom', 'Andrew Wilson', 'Morgan Cranton-Jones', 'Eva Hein West', 'Jordan Coombes', 'Gerard Monaco', 'Roy McCrerey', 'Erol Ismail', 'Gordon Alexander', 'Russ Bain', 'Eman Kazemi', 'Amit Dhut', 'Mark Hampton', 'Gary Fannin', 'Francesco Garritani', 'Vittorio Verdirosi']"
