Title,Rating,Genre,Cast
Expend4bles,63.56,"['Action', 'Adventure', 'Thriller']","['Jason Statham', 'Sylvester Stallone', '50 Cent', 'Megan Fox', 'Dolph Lundgren', 'Randy Couture', 'Iko Uwais', 'Andy García', 'Tony Jaa', 'Jacob Scipio', 'Levy Tran', 'Lucy Newman-Williams', 'Daren Nop', 'Kenny ""Cowboy"" Bartram', 'Cody Mackie', 'Cokey Falkow', 'Eddie Hall', 'Dan Chupong', 'Karim Saidi', 'Samuel Black', 'Adam Masto', 'Sheila Shah', 'Nicole Andrews', 'Oat Jenner', 'Susanne Potrock', 'Mike Möller', 'Alexander Hristozov', 'Antoni Davidov', 'David Nop', 'Igor Pečenjev', 'Stefan Ivanov', 'Vladimir Mihailov', 'Martin Ghiaurov', 'Tjaša Perko', 'Stefan Bahrun', 'Assen Karanikolov', 'Caroline Wilde', 'Jason Lines']"
Puss in Boots: The Last Wish,82.48,"['Animation', 'Adventure', 'Fantasy', 'Comedy', 'Action', 'Family']","['Antonio Banderas', 'Salma Hayek Pinault', 'Harvey Guillén', 'Wagner Moura', 'Florence Pugh', 'Olivia Colman', 'Ray Winstone', 'Samson Kayo', 'John Mulaney', ""Da'Vine Joy Randolph"", 'Anthony Mendez', 'Kevin McCann', 'Bernardo de Paula', 'Betsy Sodaro', 'Artemis Pebdani', 'Conrad Vernon', 'Cody Cameron', 'Kailey Crawford', 'Al Rodrigo', 'Bob Persichetti', 'Miguel Matrai', 'Pilar Uribe', 'Heidi Gardner', 'Joel Crawford', 'Januel Mercado', 'James Ryan', 'Natalia Cronembold', 'Paul Fisher', 'Aydrea Walden']"
"Snoopy Presents: Welcome Home, Franklin",81.11,"['Animation', 'Family']","['Caleb Bellavance', 'Etienne Kellici', 'Isabella Leo', 'Wyatt White', 'Lexi Perri', 'Hattie Kragten', 'Arianna McDonald', 'Lucien Duncan-Reid', 'Cash Allen-Martin', 'Terry McGurrin', 'Rob Tinkler', 'Natasha Nathan', 'Charlie Boyle', 'Will Bhaneja', 'Maya Misaljevic', 'Jackson Reid', 'Jacob Mazeral']"
Spider-Man: No Way Home,79.76,"['Action', 'Adventure', 'Science Fiction']","['Tom Holland', 'Zendaya', 'Benedict Cumberbatch', 'Jacob Batalon', 'Jon Favreau', 'Jamie Foxx', 'Willem Dafoe', 'Alfred Molina', 'Benedict Wong', 'Tony Revolori', 'Marisa Tomei', 'Andrew Garfield', 'Tobey Maguire', 'Angourie Rice', 'Arian Moayed', 'Paula Newsome', 'Hannibal Buress', 'Martin Starr', 'J.B. Smoove', 'J.K. Simmons', 'Rhys Ifans', 'Charlie Cox', 'Thomas Haden Church', 'Emily Fong', 'Mary Rivera', 'Rudy Eisenzopf', 'Kathleen Cardoso', 'Jonathan Sam', 'Andrew Dunlap', 'Ben VanderMey', 'Zany Dunlap', 'B. Clutch Dunlap', 'Minnah Dunlap', 'Gary Weeks', 'Gregory Konow', 'Carol Anne Dines', 'Anisa Nyell Johnson', 'Willie Burton', 'Mallory Hoff', 'Greg Clarkson', 'Regina Ting Chen', 'Robert Mitchel Owenby', 'Glenn Keogh', 'Paris Benjamin', 'Jwaundace Candece', 'Taylor St. Clair', 'Gabriella Cila', 'Darnell Appling', 'Rolando Fernandez', 'Edward Force', 'Michael Le', 'Dean Meminger', 'Frederick A. Brown', 'Cristo Fernández', 'Clay Savage', 'Tom Hardy', 'Jake Gyllenhaal', 'Jay Karales', 'Gina Aponte', 'John Barnes', 'Harry Holland', 'Haroon Khan', 'John M. Maiers']"
Leo,74.91,"['Animation', 'Comedy', 'Family']","['Adam Sandler', 'Bill Burr', 'Cecily Strong', 'Jason Alexander', 'Rob Schneider', 'Allison Strong', 'Jo Koy', 'Sadie Sandler', 'Sunny Sandler', 'Coulter Ibanez', 'Bryant Tardy', 'Corey J', 'Ethan Smigel', 'TienYa Safko', 'Gloria Manning', 'Carson Minniear', 'Roey Smigel', 'Reese Lores', 'Benjamin Bottani', 'Aldan Liam Philipson', 'Jackie Sandler', 'Heidi Gardner', 'Robert Smigel', 'Nick Swardson', 'Lileina Joy', 'Elijah Kim', 'Stephanie Hsu', 'Ryun Yu', 'Nicholas Turturro', 'Rebecca Vigil', 'Janie Haddad Tompkins', 'Chris Titone', 'Paul Brittain', 'Tiffany Topol', 'Dan Reitz', 'Sunita Param', 'Sonya Leslie', 'Germar Terrell Gardner', 'Rose Abdoo', 'Alex Quijano', 'Christian Capozzoli', 'Sheila Carrasco', 'Doug Dale', 'David Wachtenheim', 'Robert Marianetti', 'Chris Kattan', 'Nora Wyman', 'Jonathan Loughran', 'Blake Clark', 'Joel Marsh Garland', 'John Farley', 'Noah Robbins', 'Frankie Figliozzi', 'Kyra Wachtenheim', 'Aliza Pelavin', 'Katie Hartman', 'Jonny Solomon', 'Ava Acres', 'Ryan Bartley', 'Ranjani Brow', 'Nikki Castillo', 'Mary Deaton', 'Chase Fein', 'Giselle Fernández', 'Jason Griffith', 'Ashley Lambert', 'Terence Mathews', 'Scott Menville', 'David Michie', 'Andrew Morgado', 'Andre Robinson', 'Warren Sroka', 'Kelly Stables', ""Jaquita Ta'le"", 'Shelby Young']"
Role Play,60.74,"['Action', 'Comedy', 'Romance']","['Kaley Cuoco', 'David Oyelowo', 'Bill Nighy', 'Connie Nielsen', 'Rudi Dharmalingam', 'Lucia Aliu', 'Reagan Bryan-Gudgeon', 'Simon Delaney', 'Sonita Henry', 'Jade-Eleena Dregorius', 'Julia Schunevitsch', 'Stephanie Levi-John', 'Steffen Jung', 'Betty Kaplan', 'Dong Hyun Yoon', 'Matthias Schmidt', 'Moritz Berg', 'Angus McGruther', 'Dominic Holmes', 'Jonathan Failla', 'Stacy Thunes', 'Cornell Adams', 'Steven Stalder', 'Erkan Sulcani']"
Mary and Max,78.45,"['Animation', 'Comedy', 'Drama']","['Toni Collette', 'Philip Seymour Hoffman', 'Eric Bana', 'Barry Humphries', 'Bethany Whitmore', 'Renée Geyer', ""Ian 'Molly' Meldrum"", 'Julie Forsyth', 'John Flaus', 'Christopher Massey', 'Carolyn Shakespeare-Allen', 'Bill Murphy', 'Shaun Patten', 'Leanne Smith', 'Oliver Marks', 'Daisy Kocher', 'Daniel Marks', 'Hamish Hughes', 'Dan Doherty', 'Mandy Mao', 'Patrick McCabe', 'Adam Elliot', 'Mr. Peck', 'Michael J. Allen', 'Bernie Clifford', 'Milly', 'Henry Karjalainen', 'Kevin', 'Chris Wallace', 'Marlee Bevan', 'Indy', 'Melanie Coombs', 'Alf Klimek', 'Antoinette Halloran', 'Stephen Carroll', 'Athanasios Kourtidis', 'Yorgos Kourtidis', 'Michael Ienna']"
Deep Fear,58.53,"['Horror', 'Thriller', 'Action', 'Mystery']","['Mãdãlina Ghenea', 'Ed Westwick', 'Macarena Gómez', 'Stany Coppet', 'Ibrahima Gueye', 'Mike Parish', 'Marco Canadea', 'Robert Capelli Jr.', 'Shane Rowe', 'John-Paul Pace', 'Tenika Mahoney', 'Mariana Garradas']"
While We Sleep,50.00,['Horror'],"['Brian Gross', 'Jacy King', 'Daryna Trehubova', 'Vyacheslav Babenkov', 'Oliver Trevena', 'Pavlo Shpehun', 'Serhii Denha', 'Oleksandr Omelianov']"
The Creator,71.08,"['Action', 'Adventure', 'Science Fiction']","['John David Washington', 'Madeleine Yuna Voyles', 'Gemma Chan', 'Allison Janney', 'Ken Watanabe', 'Sturgill Simpson', 'Amar Chadha-Patel', 'Marc Menchaca', 'Robbie Tann', 'Ralph Ineson', 'Michael Esper', 'Veronica Ngo', 'Ian Verdun', 'Daniel Ray Rodriguez', 'Rad Pereira', 'Syd Skidmore', 'Karen Aldridge', 'Teerawat Mulvilai', 'Leanna Chea', 'Sahatchai Chumrum', 'Apiwantana Duenkhao', 'Mariam Khummaung', 'Natthaphong Chaiyawong', 'Tawee Teesura', 'Kulsiri Thongrung', 'Charlie McElveen', 'Chananticha Chaipa', 'Sawanee Utoomma', 'Monthatip Suksopha', 'Brett Bartholomew', 'Jeb Kreager', 'Mackenzie Lansing', 'Stephen Howard Thomas', 'Agneta Catarina Békassy de Békas', 'Brett Parks', 'Phaithoon Wanglomklang', 'Ron Weaver', 'Mav Kang', 'John Garrett Mahlmeister', 'Scott Thomas', 'Kandanai Chotikapracal', 'Niko Rusakov', 'James David Henry', ""Eoin O'Brien"", 'Dana Blouin', 'Anjana Ghogar', 'Pongsanart Vinsiri', 'Molywon Phantarak', 'Chalee Sankhavesa', 'Pat Skelton', 'Elliot Berk', 'Art Ybarra']"
