Title,Rating,Genre,Cast
Spider-Man: Across the Spider-Verse,83.84,"['Animation', 'Action', 'Adventure', 'Science Fiction']","['Shameik Moore', 'Hailee Steinfeld', 'Jason Schwartzman', 'Oscar Isaac', 'Brian Tyree Henry', 'Luna Lauren Velez', 'Jake Johnson', 'Issa Rae', 'Karan Soni', 'Shea Whigham', 'Greta Lee', 'Amandla Stenberg', 'Jharrel Jerome', 'Andy Samberg', 'Jack Quaid', 'Rachel Dratch', 'Ziggy Marley', 'Jorma Taccone', 'Daniel Kaluuya', 'Mahershala Ali', 'J.K. Simmons', 'Donald Glover', 'Elizabeth Perkins', 'Kathryn Hahn', 'Ayo Edebiri', 'Nicole Delaney', 'Antonina Lentini', 'Atsuko Okatsuka', 'Peter Sohn', 'Melissa Sturm', 'Lorraine Velez', 'Nic Novicki', 'Taran Killam', 'Metro Boomin', 'Josh Keaton', 'Sofia Barclay', 'Danielle Perez', 'Yuri Lowenthal', 'Rita Rani Ahuja', 'Ismail Bashey', 'Oscar Camacho', 'Freddy Ferrari', 'Kerry Gutierrez', 'Kamal Khan', 'Angelo Sekou Kouyate', 'Andrew Leviton', 'David Michie', 'Sumit Naig', 'Juan Pacheco', 'Chrystee Pharris', 'Ben Pronsky', 'Al Rodrigo', 'Stan Sellers', 'Warren Sroka', 'Jasper Johannes Andrews', 'Gredel Berrios Calladine', 'Natalia Castellanos', 'Russell Tyre Francis', 'Deepti Gupta', 'Sohm Kapila', 'Pradnya Kuwadekar', 'Ashley London', 'Christopher Miller', 'Andrea Navedo', 'Lakshmi Patel', 'Jacqueline Pinol', 'Eliyas Qureshi', 'Lashana Rodriguez', 'Jaswant Dev Shrestha', 'Libby Thomas Dickey', 'Jason Linere-White', 'Sitara Attaie', 'Mayuri Bhandari', 'June Christopher', 'Michelle Jubilee Gonzalez', 'Marabina Jaimes', 'Rez Kempton', 'Lex Lang', 'Phil Lord', 'Richard Miro', 'Doug Nicholas', ""Shakira Ja'nai Paye"", 'James Pirri', 'Marley Ralph', 'Michelle Ruff', 'Dennis Singletary', 'Amanda Troop', 'Ruth Zalduondo', 'Kimberly Bailey', 'Sanjay Chandani', 'Melanie Duke', 'Jorge R. Gutierrez', 'Miguel Jiron', 'Deepti Kingra-Mickelsen', 'Luisa Leschin', 'Caitlin McKenna', 'Andrew Morgado', 'Arthur Ortiz', 'Eliana A. Perez', 'Juan Pope', 'Mike Rianda', 'Erika Scopelli', 'Narender Sood', 'Cedric L. Williams', 'Kimiko Glenn', 'Peggy Lu', 'Andrew Garfield', 'Denis Leary', 'Tobey Maguire', 'Cliff Robertson', 'Alfred Molina', 'Post Malone']"
Godzilla Minus One,78.5,"['Science Fiction', 'Horror', 'Action']","['Ryunosuke Kamiki', 'Hidetaka Yoshioka', 'Minami Hamabe', 'Kuranosuke Sasaki', 'Yuki Yamada', 'Saki Nakatani', 'Munetaka Aoki', 'Sakura Ando', 'Mio Tanaka', 'Yuya Endo', 'Kisuke Iida']"
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,82.33,"['Action', 'Animation', 'Adventure', 'Fantasy', 'Thriller']","['Natsuki Hanae', 'Akari Kito', 'Hiro Shimono', 'Yoshitsugu Matsuoka', 'Satoshi Hino', 'Takahiro Sakurai', 'Katsuyuki Konishi', 'Saori Hayami', 'Kenichi Suzumura', 'Tomokazu Seki', 'Tomokazu Sugita', 'Toshiyuki Morikawa', 'Rina Sato', 'Shin-ichiro Miki', 'Houko Kuwashima', 'Kaede Hondo', 'You Taichi', 'Konomi Kohara', 'Aoi Koga', 'Rikiya Koyama', 'Megumi Toyoguchi', 'Junya Enoki', 'Mariya Ise', 'Daisuke Hirakawa', 'Akira Ishida', 'Jun Kasama', 'Sayaka Senbongi', 'Takuya Eguchi', 'Hibiku Yamamura', 'Yuya Hirose', 'Shinya Takahashi', 'Saeko Akiho', 'Shugo Nakamura', 'Mitsuki Nakae']"
The Tiger's Apprentice,73,"['Animation', 'Action', 'Adventure', 'Family', 'Fantasy']","['Brandon Soo Hoo', 'Henry Golding', 'Lucy Liu', 'Sandra Oh', 'Michelle Yeoh', 'Bowen Yang', 'Leah Lewis', 'Tan Kheng Hua', 'Sherry Cola', 'Deborah S. Craig', 'Jo Koy', 'Greta Lee', 'Diana Lee Inosanto', 'Patrick Gallagher', 'Poppy Liu', 'Lydie Loots', 'Raman Hui', 'Ryan Christopher Lee', 'Josh Zuckerman']"
Kung Fu Panda 4,not rated,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']","['Jack Black', 'Awkwafina', 'Viola Davis', 'Bryan Cranston', 'Ke Huy Quan', 'Dustin Hoffman', 'Ian McShane', 'James Hong', 'Angelina Jolie', 'Jackie Chan', 'Seth Rogen', 'David Cross', 'Lucy Liu', 'Lori Tan Chinn', 'Ronny Chieng']"
Rebel Moon - Part One: A Child of Fire,63.79,"['Science Fiction', 'Drama', 'Action']","['Sofia Boutella', 'Michiel Huisman', 'Ed Skrein', 'Djimon Hounsou', 'Bae Doona', 'Staz Nair', 'Charlie Hunnam', 'Ray Fisher', 'Cleopatra Coleman', 'E. Duffy', 'Anthony Hopkins', 'Fra Fee', 'Charlotte Maggi', 'Sky Yang', 'Stuart Martin', 'Ingvar E. Sigurðsson', 'Alfonso Herrera', 'Cary Elwes', 'Rhian Rees', 'Jena Malone', 'Corey Stoll', 'Stella Grace Fitzgerald', 'Dustin Ceithamer', 'Greg Kriek', 'Brandon Auret', 'Ray Porter', 'Tony Amendola', 'Dominic Burgess', 'Derek Mears', 'Elizabeth Martinez', 'Josefine Lindegaard', 'Melissa Hunt', 'Colby Lemmo', 'Sisse Marie', 'Thomas Ohrstrom', 'Savanna Gann', 'Danielle Burgio', 'Julian Grant', 'Patrick Luwis', 'Tomm Voss', 'Christine Kellogg-Darrin', 'Skylar Okerstrom-Lang', 'Caden Dragomer', 'Kayden Alexander Koshelev', 'Kingston Foster', 'Robbie Jarvis', 'Brett Robert Culbert', 'Max Pescherine', 'Matt Nolan', 'Adam J. Smith', 'Michael James Bell', 'Richard Cetrone', 'Christopher Matthew Cook', 'Ben Geurens', 'Raphael Corkhill', 'Kendall Wells', ""James William O'Halloran"", 'Mingus Johnston', 'Carolyne Chen', 'Zheng Qing', 'Giovanni Lopes', 'Bonnie Morgan', 'Rory Gibson', 'Napoleon Ryan', 'Cody Banta', 'Francisco Grey', 'Scott Subiono', 'Gary Nohealii', 'Cesalina Gracie', 'Isabella Brenza', 'Jordan Coleman', 'Mark Steger', 'Douglas Tait', 'Sam Bass', 'Charity Witt', 'Francis Ngannou', 'Steven Allen', 'Alexander Ward', 'John Orr', 'Daisy Davis', 'Simon Potter', 'Sam Stinson']"
Deadpool 2,74.89,"['Action', 'Comedy', 'Adventure']","['Ryan Reynolds', 'Josh Brolin', 'Morena Baccarin', 'Julian Dennison', 'Zazie Beetz', 'T.J. Miller', 'Leslie Uggams', 'Karan Soni', 'Brianna Hildebrand', 'Jack Kesy', 'Eddie Marsan', 'Shioli Kutsuna', 'Stefan Kapičić', 'Randal Reeder', 'Nikolai Witschl', 'Thayr Harris', 'Rob Delaney', 'Lewis Tan', 'Bill Skarsgård', 'Terry Crews', 'Brad Pitt', 'Paul Wu', 'Robert Maillet', 'Alan Tudyk', 'Matt Damon', 'Michasha Armstrong', 'Joe Doserro', 'Hayley Sales', 'Islie Hirvonen', 'Jagua Arneja', 'Gerry South', 'Mike Dopud', 'Luke Roessler', 'Andy Canete', 'Tanis Dolman', 'Eleanor Walker', 'Hunter Dillon', 'Sala Baker', 'Sonia Sunger', 'Paul Wernick', 'Rhett Reese', 'Abiola Uthman', 'Tony Bailey', 'Alex Kliner', 'Elaine Kliner', 'David Leitch', 'Alicia Morton', 'Andre Tricoteux', 'Lisa Bunting', 'Miles Ellis', 'Lars Grant', 'Sam Hargrave', 'Nicholas Hoult', 'Simon MacIntyre', 'James McAvoy', 'Evan Peters', 'Tye Sheridan', 'Alexandra Shipp', 'Kodi Smit-McPhee', 'Scott Vickaryous', 'Dan Zachary', 'Hugh Jackman']"
Avatar: The Way of Water,76.31,"['Science Fiction', 'Adventure', 'Action']","['Sam Worthington', 'Zoe Saldaña', 'Sigourney Weaver', 'Stephen Lang', 'Kate Winslet', 'Cliff Curtis', 'Joel David Moore', 'CCH Pounder', 'Edie Falco', 'Jemaine Clement', 'Giovanni Ribisi', 'Britain Dalton', 'Jamie Flatters', 'Trinity Bliss', 'Jack Champion', 'Brendan Cowell', 'Bailey Bass', 'Filip Geljo', 'Duane Evans Jr.', 'Dileep Rao', 'Matt Gerald', 'Robert Okumu', 'Jennifer Stafford', 'Keston John', 'Kevin Dorman', 'Alicia Vela-Bailey', 'Sean Anthony Moran', 'Andrew Arrabito', 'Johnny Alexander', 'Kim Do', 'Victor T. Lopez', 'Maria Walker', 'Phil Brown', 'Jocelyn Christian', 'Joel Tobeck', 'Moana Ete', 'Phil Peleton', 'Jamie Landau', 'Jim Moore', 'Benjamin Hoetjes', 'Nikita Tu Bryant', 'Anthony Ahern', 'Shane Rangi', 'Rick Lucas', 'Tanya Drewery', 'Ava Diakhaby', 'Isaac Te Reina', 'Eric Farmer', 'Philip Mtambo', 'Daniel Lough', 'Cruz Moir', 'Alex Lucas', 'Scarlett Fernandez', 'Chloe Coleman', 'Jeremy Irwin', 'Jake McLean', 'CJ Jones']"
John Wick: Chapter 4,77.54,"['Action', 'Thriller', 'Crime']","['Keanu Reeves', 'Donnie Yen', 'Bill Skarsgård', 'Ian McShane', 'Laurence Fishburne', 'Lance Reddick', 'Clancy Brown', 'Hiroyuki Sanada', 'Rina Sawayama', 'Scott Adkins', 'Aimée Kwan', 'Marko Zaror', 'Natalia Tena', 'Shamier Anderson', 'George Georgiou', 'Yoshinori Tashiro', 'Hiroki Sumi', 'Daiki Suzuki', 'Julia Asuka Riedl', 'Milena Rendón', 'Ivy Quainoo', 'Irina Trifanov', 'Iryna Fedorova', 'Andrej Kaminsky', 'Sven Marquardt', 'Raicho Vasilev', 'Marie Pierra Kakoma', 'Gina Aponte', 'Christoph Hofmann']"
The Zone of Interest,73.52,"['History', 'Drama', 'War']","['Christian Friedel', 'Sandra Hüller', 'Johann Karthaus', 'Luis Noah Witte', 'Nele Ahrensmeier', 'Lilli Falk', 'Anastazja Drobniak', 'Cecylia Pekala', 'Kalman Wilson', 'Medusa Knopf', 'Maximilian Beck', 'Andrey Isaev', 'Julia Babiarz', 'Stephanie Petrowitz', 'Martyna Poznanski', 'Zuzanna Kobiela', 'Benjamin Utzerath', 'Thomas Neumann', 'Klaudiusz Kaufmann', 'Justyna Szklarska', 'Kacper Piwko', 'Marie Rosa Tietjen', 'Antje Falk', 'Jakub Sierenberg', 'Joerg Sierenberg', 'Joerg Giessler', 'Heiko Lange', 'Marek Łukasik', 'Bernhard Schirmer', 'Julia Polaczek', 'Shenja Lacher', 'Imogen Kogge', 'Wiktoria Wisniewska', 'Paulina Burzyk', 'Anna Marciniszyn', 'Agnieszka Wierny', 'Patryk Mika', 'Tomasz Piwko', 'Carsten Koch', 'Heinz Nielow', 'Christine Schröder', 'Marnius Fislage', 'Ralph Herforth', 'Daniel Holzberg', 'Rainer Haustein', 'Daniel Hoffman', 'Wolfgang Lampl', 'Oscar Lebeck', 'Christian Willy', 'Freya Kreutzkam', 'Leo Meier', 'Barbara Koszatka', 'Izabela Bara', 'Anna Kuwik', 'Mariola Karczewska', 'Halina Drzymota', 'Dominika Matonóg', 'Ewelina Kaczor', 'Matgorzata Zurek', 'Barbara Jakubowska', 'Etzbieta Bronka', 'Zuzanna Janusik', 'Sascha Maaz', 'Ralf Zillmann', 'Christopher Manavi']"
